service_name,action,replicas,model_score,event_rate,created_at
fraud-detection,ELEVATED,2,0.91792,6,2026-05-20 14:33:34.294887
fraud-detection,ELEVATED,2,0.91696,5,2026-05-20 14:33:34.262536
fraud-detection,ELEVATED,2,0.92113,7,2026-05-20 14:33:14.759315
fraud-detection,ELEVATED,2,0.92087,6,2026-05-20 14:33:10.719634
fraud-detection,ELEVATED,2,0.9126,5,2026-05-20 14:32:58.602444
fraud-detection,ELEVATED,2,0.89768,8,2026-05-20 14:32:31.944490
fraud-detection,ELEVATED,2,0.89356,7,2026-05-20 14:32:28.025516
fraud-detection,ELEVATED,2,0.88038,6,2026-05-20 14:32:15.485503
fraud-detection,ELEVATED,2,0.9061,7,2026-05-20 14:31:53.292663
fraud-detection,ELEVATED,2,0.91843,6,2026-05-20 14:31:49.223350
fraud-detection,ELEVATED,2,0.9103,5,2026-05-20 14:31:47.225729
fraud-detection,ELEVATED,2,0.92459,7,2026-05-20 14:31:35.120311
fraud-detection,ELEVATED,2,0.93503,6,2026-05-20 14:31:33.046721
fraud-detection,ELEVATED,2,0.93773,6,2026-05-20 14:31:14.727182
fraud-detection,ELEVATED,2,0.9258,5,2026-05-20 14:31:12.707666
fraud-detection,ELEVATED,2,0.9178,6,2026-05-20 14:30:46.509141
fraud-detection,ELEVATED,2,0.93919,12,2026-05-20 14:30:39.959073
fraud-detection,ELEVATED,2,0.94144,12,2026-05-20 14:30:35.967945
fraud-detection,ELEVATED,2,0.93797,11,2026-05-20 14:30:25.856462
fraud-detection,ELEVATED,2,0.93891,10,2026-05-20 14:29:55.337568
fraud-detection,ELEVATED,2,0.93533,9,2026-05-20 14:29:51.350418
fraud-detection,ELEVATED,2,0.94568,8,2026-05-20 14:29:42.933290
fraud-detection,ELEVATED,2,0.94556,7,2026-05-20 14:29:42.148570
fraud-detection,ELEVATED,2,0.93758,6,2026-05-20 14:29:41.968374
fraud-detection,ELEVATED,2,0.94936,5,2026-05-20 14:29:41.871421
fraud-detection,ELEVATED,2,0.95235,4,2026-05-20 14:29:40.868355
fraud-detection,ELEVATED,2,0.9619,2,2026-05-20 14:29:40.140318
fraud-detection,ELEVATED,2,0.90643,8,2026-05-20 14:28:16.165741
fraud-detection,ELEVATED,2,0.8884,8,2026-05-20 14:28:14.133915
fraud-detection,ELEVATED,2,0.8882,9,2026-05-20 14:28:00.141334
fraud-detection,ELEVATED,2,0.90875,10,2026-05-20 14:27:41.685638
fraud-detection,ELEVATED,2,0.91679,9,2026-05-20 14:27:39.639441
fraud-detection,ELEVATED,2,0.91895,8,2026-05-20 14:27:37.624754
fraud-detection,ELEVATED,2,0.91553,7,2026-05-20 14:27:35.622560
fraud-detection,ELEVATED,2,0.92873,6,2026-05-20 14:27:21.451184
fraud-detection,ELEVATED,2,0.93956,5,2026-05-20 14:27:15.223718
fraud-detection,ELEVATED,2,0.96322,4,2026-05-20 14:27:11.183453
fraud-detection,ELEVATED,2,0.95153,3,2026-05-20 14:27:04.807717
fraud-detection,ELEVATED,2,0.989,2,2026-05-20 14:26:56.731355
fraud-detection,ELEVATED,2,0.9823,1,2026-05-20 14:26:44.349707
fraud-detection,ELEVATED,2,0.87184,5,2026-05-20 14:25:31.573025
fraud-detection,ELEVATED,2,0.93682,5,2026-05-20 14:24:36.995273
fraud-detection,ELEVATED,2,0.92473,7,2026-05-20 14:23:58.251062
fraud-detection,ELEVATED,2,0.91036,7,2026-05-20 14:23:54.238285
fraud-detection,ELEVATED,2,0.91573,7,2026-05-20 14:23:50.134323
fraud-detection,ELEVATED,2,0.90343,6,2026-05-20 14:23:48.291700
fraud-detection,ELEVATED,2,0.89274,5,2026-05-20 14:23:23.770966
fraud-detection,ELEVATED,2,0.86356,5,2026-05-20 14:23:17.745576
fraud-detection,ELEVATED,2,0.90758,6,2026-05-20 14:23:03.529025
fraud-detection,ELEVATED,2,0.89721,7,2026-05-20 14:22:57.448375
fraud-detection,ELEVATED,2,0.90443,7,2026-05-20 14:22:53.444479
fraud-detection,ELEVATED,2,0.89036,9,2026-05-20 14:22:18.492359
fraud-detection,ELEVATED,2,0.88901,9,2026-05-20 14:22:12.633389
fraud-detection,ELEVATED,2,0.87992,8,2026-05-20 14:22:06.127278
fraud-detection,ELEVATED,2,0.86666,8,2026-05-20 14:22:02.123793
fraud-detection,ELEVATED,2,0.86434,7,2026-05-20 14:22:00.026467
fraud-detection,ELEVATED,2,0.85302,6,2026-05-20 14:21:55.634759
fraud-detection,ELEVATED,2,0.8698,8,2026-05-20 14:21:38.570330
fraud-detection,ELEVATED,2,0.87151,8,2026-05-20 14:21:23.131140
fraud-detection,ELEVATED,2,0.88874,8,2026-05-20 14:21:18.829489
fraud-detection,ELEVATED,2,0.89836,7,2026-05-20 14:21:12.663428
fraud-detection,ELEVATED,2,0.91468,6,2026-05-20 14:21:04.730885
fraud-detection,ELEVATED,2,0.93016,7,2026-05-20 14:20:52.435614
fraud-detection,ELEVATED,2,0.90877,7,2026-05-20 14:20:44.242799
fraud-detection,ELEVATED,2,0.90897,6,2026-05-20 14:20:42.167620
fraud-detection,ELEVATED,2,0.90814,7,2026-05-20 14:20:28.004979
fraud-detection,ELEVATED,2,0.90653,6,2026-05-20 14:20:22.035557
fraud-detection,ELEVATED,2,0.87788,6,2026-05-20 14:19:59.644084
fraud-detection,ELEVATED,2,0.85878,6,2026-05-20 14:19:53.557291
fraud-detection,ELEVATED,2,0.8673,6,2026-05-20 14:19:31.342532
fraud-detection,ELEVATED,2,0.87386,5,2026-05-20 14:19:29.669372
fraud-detection,ELEVATED,2,0.8644,6,2026-05-20 14:19:06.969095
fraud-detection,ELEVATED,2,0.87743,6,2026-05-20 14:18:54.627434
fraud-detection,ELEVATED,2,0.8871,5,2026-05-20 14:18:46.605062
fraud-detection,ELEVATED,2,0.86939,7,2026-05-20 14:18:21.971131
fraud-detection,ELEVATED,2,0.8563,7,2026-05-20 14:18:11.366550
fraud-detection,ELEVATED,2,0.87193,7,2026-05-20 14:17:57.222918
fraud-detection,ELEVATED,2,0.86875,8,2026-05-20 14:17:43.058578
fraud-detection,ELEVATED,2,0.86986,7,2026-05-20 14:17:41.022830
fraud-detection,ELEVATED,2,0.86085,6,2026-05-20 14:17:39.012741
fraud-detection,ELEVATED,2,0.86799,7,2026-05-20 14:17:22.827286
fraud-detection,ELEVATED,2,0.87245,6,2026-05-20 14:17:18.624379
fraud-detection,ELEVATED,2,0.90386,7,2026-05-20 14:16:58.258199
fraud-detection,ELEVATED,2,0.90597,8,2026-05-20 14:16:48.120642
fraud-detection,ELEVATED,2,0.89691,8,2026-05-20 14:16:44.101527
fraud-detection,ELEVATED,2,0.915,8,2026-05-20 14:16:27.961208
fraud-detection,ELEVATED,2,0.93081,7,2026-05-20 14:16:25.922574
fraud-detection,ELEVATED,2,0.93663,7,2026-05-20 14:16:09.838528
fraud-detection,ELEVATED,2,0.93257,6,2026-05-20 14:16:05.740992
fraud-detection,ELEVATED,2,0.92938,5,2026-05-20 14:15:55.586964
fraud-detection,ELEVATED,2,0.89593,6,2026-05-20 14:15:10.764024
fraud-detection,ELEVATED,2,0.88841,8,2026-05-20 14:14:50.456140
fraud-detection,ELEVATED,2,0.89177,7,2026-05-20 14:14:42.299009
fraud-detection,ELEVATED,2,0.90702,6,2026-05-20 14:14:36.441864
fraud-detection,ELEVATED,2,0.9027,5,2026-05-20 14:14:32.199184
fraud-detection,ELEVATED,2,0.91038,6,2026-05-20 14:13:13.463190
fraud-detection,ELEVATED,2,0.92186,5,2026-05-20 14:13:09.432039
fraud-detection,ELEVATED,2,0.89194,7,2026-05-20 14:12:53.247247
fraud-detection,ELEVATED,2,0.8774,8,2026-05-20 14:12:22.502304
fraud-detection,ELEVATED,2,0.88281,7,2026-05-20 14:12:20.546205
fraud-detection,ELEVATED,2,0.87117,6,2026-05-20 14:12:18.460282
fraud-detection,ELEVATED,2,0.8763,9,2026-05-20 14:12:00.429585
fraud-detection,ELEVATED,2,0.87784,8,2026-05-20 14:11:56.199470
fraud-detection,ELEVATED,2,0.8858,7,2026-05-20 14:11:54.199668
fraud-detection,ELEVATED,2,0.89101,7,2026-05-20 14:11:42.109410
fraud-detection,ELEVATED,2,0.86643,8,2026-05-20 14:11:33.939313
fraud-detection,ELEVATED,2,0.87454,7,2026-05-20 14:11:17.744578
fraud-detection,ELEVATED,2,0.86868,6,2026-05-20 14:11:15.799162
fraud-detection,ELEVATED,2,0.85404,5,2026-05-20 14:10:46.733632
fraud-detection,ELEVATED,2,0.89476,8,2026-05-20 14:09:54.213852
fraud-detection,ELEVATED,2,0.8995,8,2026-05-20 14:09:52.181029
fraud-detection,ELEVATED,2,0.89749,9,2026-05-20 14:09:40.056978
fraud-detection,ELEVATED,2,0.88166,9,2026-05-20 14:09:38.032897
fraud-detection,ELEVATED,2,0.89572,12,2026-05-20 14:09:17.783210
fraud-detection,ELEVATED,2,0.89889,11,2026-05-20 14:09:15.739356
fraud-detection,ELEVATED,2,0.90186,13,2026-05-20 14:09:05.611090
fraud-detection,ELEVATED,2,0.89543,12,2026-05-20 14:08:55.532455
fraud-detection,ELEVATED,2,0.89885,11,2026-05-20 14:08:53.432597
fraud-detection,ELEVATED,2,0.89433,10,2026-05-20 14:08:51.538170
fraud-detection,ELEVATED,2,0.89578,10,2026-05-20 14:08:43.307679
fraud-detection,ELEVATED,2,0.9042,9,2026-05-20 14:08:39.217003
fraud-detection,ELEVATED,2,0.9119,8,2026-05-20 14:08:35.193657
fraud-detection,ELEVATED,2,0.90866,7,2026-05-20 14:08:25.106495
fraud-detection,ELEVATED,2,0.89963,6,2026-05-20 14:08:21.008296
fraud-detection,ELEVATED,2,0.91362,6,2026-05-20 14:08:19.459109
fraud-detection,ELEVATED,2,0.89817,6,2026-05-20 14:08:14.887051
fraud-detection,ELEVATED,2,0.88696,5,2026-05-20 14:08:12.851507
fraud-detection,ELEVATED,2,0.8856,5,2026-05-20 14:08:06.785157
fraud-detection,ELEVATED,2,0.90695,6,2026-05-20 14:07:46.144200
fraud-detection,ELEVATED,2,0.9105,6,2026-05-20 14:07:19.919091
fraud-detection,ELEVATED,2,0.89342,6,2026-05-20 14:07:15.798552
fraud-detection,ELEVATED,2,0.89255,6,2026-05-20 14:07:07.725741
fraud-detection,ELEVATED,2,0.88918,6,2026-05-20 14:06:51.557558
fraud-detection,ELEVATED,2,0.88666,5,2026-05-20 14:06:49.514905
fraud-detection,ELEVATED,2,0.88901,9,2026-05-20 14:06:31.279075
fraud-detection,ELEVATED,2,0.88675,11,2026-05-20 14:06:19.146593
fraud-detection,ELEVATED,2,0.88647,11,2026-05-20 14:06:11.111334
fraud-detection,ELEVATED,2,0.88355,13,2026-05-20 14:05:54.869344
fraud-detection,ELEVATED,2,0.8874,12,2026-05-20 14:05:48.801500
fraud-detection,ELEVATED,2,0.88595,11,2026-05-20 14:05:46.759751
fraud-detection,ELEVATED,2,0.87851,10,2026-05-20 14:05:45.119821
fraud-detection,ELEVATED,2,0.88399,9,2026-05-20 14:05:42.634666
fraud-detection,ELEVATED,2,0.87149,8,2026-05-20 14:05:34.624623
fraud-detection,ELEVATED,2,0.88644,8,2026-05-20 14:05:28.488627
fraud-detection,ELEVATED,2,0.87953,7,2026-05-20 14:05:26.473214
fraud-detection,ELEVATED,2,0.87415,6,2026-05-20 14:05:22.430711
fraud-detection,ELEVATED,2,0.88818,5,2026-05-20 14:05:18.384541
fraud-detection,ELEVATED,2,0.88617,6,2026-05-20 14:05:04.128447
fraud-detection,ELEVATED,2,0.89196,5,2026-05-20 14:05:00.711532
fraud-detection,ELEVATED,2,0.88833,7,2026-05-20 14:04:29.734731
fraud-detection,ELEVATED,2,0.87927,9,2026-05-20 14:04:17.456268
fraud-detection,ELEVATED,2,0.88434,9,2026-05-20 14:04:07.188163
fraud-detection,ELEVATED,2,0.90886,10,2026-05-20 14:03:55.025976
fraud-detection,ELEVATED,2,0.9076,9,2026-05-20 14:03:52.975356
fraud-detection,ELEVATED,2,0.90825,8,2026-05-20 14:03:51.000753
fraud-detection,SCALE,3,0.89246,18,2026-05-20 14:03:40.834238
fraud-detection,SCALE,3,0.89609,17,2026-05-20 14:03:28.645127
fraud-detection,SCALE,3,0.8918,16,2026-05-20 14:03:26.560530
fraud-detection,SCALE,3,0.89081,15,2026-05-20 14:03:20.533465
fraud-detection,ELEVATED,2,0.89663,14,2026-05-20 14:03:12.311002
fraud-detection,ELEVATED,2,0.89169,13,2026-05-20 14:03:06.297508
fraud-detection,ELEVATED,2,0.88439,12,2026-05-20 14:03:04.311372
fraud-detection,ELEVATED,2,0.87537,11,2026-05-20 14:02:49.904548
fraud-detection,ELEVATED,2,0.8763,10,2026-05-20 14:02:49.208060
fraud-detection,ELEVATED,2,0.86821,9,2026-05-20 14:02:49.106177
fraud-detection,ELEVATED,2,0.87246,8,2026-05-20 14:02:49.005531
fraud-detection,ELEVATED,2,0.86243,7,2026-05-20 14:02:48.695166
fraud-detection,ELEVATED,2,0.86807,6,2026-05-20 14:02:46.121810
fraud-detection,ELEVATED,2,0.88114,5,2026-05-20 14:02:45.794346
fraud-detection,ELEVATED,2,0.95,1,2026-05-20 14:01:11.761040
fraud-detection,ELEVATED,2,0.88862,5,2026-05-20 14:00:03.574455
fraud-detection,ELEVATED,2,0.89794,5,2026-05-20 13:58:44.531353
fraud-detection,ELEVATED,2,0.91725,6,2026-05-20 13:58:28.246336
fraud-detection,ELEVATED,2,0.9268,5,2026-05-20 13:58:20.111999
fraud-detection,ELEVATED,2,0.91704,7,2026-05-20 13:58:01.801573
fraud-detection,ELEVATED,2,0.92388,8,2026-05-20 13:57:51.683007
fraud-detection,ELEVATED,2,0.94246,8,2026-05-20 13:57:39.496991
fraud-detection,ELEVATED,2,0.92373,8,2026-05-20 13:57:29.289634
fraud-detection,ELEVATED,2,0.89614,9,2026-05-20 13:57:09.099504
fraud-detection,ELEVATED,2,0.88441,8,2026-05-20 13:57:05.123557
fraud-detection,ELEVATED,2,0.88223,7,2026-05-20 13:57:03.046119
fraud-detection,ELEVATED,2,0.88015,6,2026-05-20 13:56:54.926617
fraud-detection,ELEVATED,2,0.87272,5,2026-05-20 13:56:52.898204
fraud-detection,ELEVATED,2,0.86026,5,2026-05-20 13:56:50.943238
fraud-detection,ELEVATED,2,0.87433,7,2026-05-20 13:56:30.749198
fraud-detection,ELEVATED,2,0.89119,8,2026-05-20 13:56:16.501561
fraud-detection,ELEVATED,2,0.90034,7,2026-05-20 13:56:14.527576
fraud-detection,ELEVATED,2,0.91648,9,2026-05-20 13:55:52.226679
fraud-detection,ELEVATED,2,0.9115,11,2026-05-20 13:55:42.130456
fraud-detection,ELEVATED,2,0.91548,11,2026-05-20 13:55:38.107460
fraud-detection,ELEVATED,2,0.91018,10,2026-05-20 13:55:34.033238
fraud-detection,ELEVATED,2,0.91098,10,2026-05-20 13:55:23.765613
fraud-detection,ELEVATED,2,0.91248,9,2026-05-20 13:55:17.498236
fraud-detection,ELEVATED,2,0.91112,8,2026-05-20 13:55:13.463843
fraud-detection,ELEVATED,2,0.90344,7,2026-05-20 13:55:07.411782
fraud-detection,ELEVATED,2,0.88996,9,2026-05-20 13:54:55.249355
fraud-detection,ELEVATED,2,0.8993,8,2026-05-20 13:54:51.230422
fraud-detection,ELEVATED,2,0.90906,7,2026-05-20 13:54:49.163902
fraud-detection,ELEVATED,2,0.92613,6,2026-05-20 13:54:47.150972
fraud-detection,ELEVATED,2,0.91204,5,2026-05-20 13:54:41.068424
fraud-detection,ELEVATED,2,0.89635,6,2026-05-20 13:53:12.068991
fraud-detection,ELEVATED,2,0.90404,9,2026-05-20 13:52:59.900701
fraud-detection,ELEVATED,2,0.89288,10,2026-05-20 13:52:39.727877
fraud-detection,ELEVATED,2,0.87938,10,2026-05-20 13:52:31.627805
fraud-detection,ELEVATED,2,0.88581,9,2026-05-20 13:52:25.615440
fraud-detection,ELEVATED,2,0.8805,9,2026-05-20 13:52:19.538318
fraud-detection,ELEVATED,2,0.87993,9,2026-05-20 13:52:09.422923
fraud-detection,ELEVATED,2,0.87155,8,2026-05-20 13:52:07.367316
fraud-detection,ELEVATED,2,0.86996,7,2026-05-20 13:52:05.370433
fraud-detection,ELEVATED,2,0.86759,7,2026-05-20 13:52:03.333206
fraud-detection,ELEVATED,2,0.85051,8,2026-05-20 13:51:04.660823
fraud-detection,ELEVATED,2,0.87543,9,2026-05-20 13:50:56.531858
fraud-detection,ELEVATED,2,0.8704,9,2026-05-20 13:50:50.455139
fraud-detection,ELEVATED,2,0.87416,8,2026-05-20 13:50:48.404285
fraud-detection,ELEVATED,2,0.87644,7,2026-05-20 13:50:46.418585
fraud-detection,ELEVATED,2,0.88043,6,2026-05-20 13:50:30.210787
fraud-detection,ELEVATED,2,0.89316,5,2026-05-20 13:50:28.195958
fraud-detection,ELEVATED,2,0.8975,6,2026-05-20 13:50:18.075090
fraud-detection,ELEVATED,2,0.88729,8,2026-05-20 13:50:01.806366
fraud-detection,ELEVATED,2,0.88001,7,2026-05-20 13:49:57.751287
fraud-detection,ELEVATED,2,0.86278,6,2026-05-20 13:49:53.739850
fraud-detection,ELEVATED,2,0.89065,8,2026-05-20 13:49:23.344458
fraud-detection,ELEVATED,2,0.88926,7,2026-05-20 13:49:19.351472
fraud-detection,ELEVATED,2,0.8792,7,2026-05-20 13:49:15.269440
fraud-detection,ELEVATED,2,0.88377,6,2026-05-20 13:49:13.307138
fraud-detection,ELEVATED,2,0.89292,5,2026-05-20 13:49:11.215118
fraud-detection,ELEVATED,2,0.87992,5,2026-05-20 13:48:49.062631
fraud-detection,ELEVATED,2,0.9026,6,2026-05-20 13:47:23.785519
fraud-detection,ELEVATED,2,0.90093,7,2026-05-20 13:47:03.434757
fraud-detection,ELEVATED,2,0.89393,9,2026-05-20 13:46:46.856113
fraud-detection,ELEVATED,2,0.90133,9,2026-05-20 13:46:40.820977
fraud-detection,ELEVATED,2,0.90229,8,2026-05-20 13:46:38.733504
fraud-detection,ELEVATED,2,0.89161,11,2026-05-20 13:46:30.851310
fraud-detection,ELEVATED,2,0.89475,10,2026-05-20 13:46:17.772433
fraud-detection,ELEVATED,2,0.90246,11,2026-05-20 13:46:07.157480
fraud-detection,ELEVATED,2,0.8866,11,2026-05-20 13:45:56.668474
fraud-detection,ELEVATED,2,0.88543,10,2026-05-20 13:45:52.666322
fraud-detection,ELEVATED,2,0.87969,9,2026-05-20 13:45:48.676447
fraud-detection,ELEVATED,2,0.87857,8,2026-05-20 13:45:42.392772
fraud-detection,ELEVATED,2,0.87567,7,2026-05-20 13:45:38.254091
fraud-detection,ELEVATED,2,0.85915,6,2026-05-20 13:45:36.146114
fraud-detection,ELEVATED,2,0.86064,5,2026-05-20 13:45:34.239623
fraud-detection,ELEVATED,2,0.87552,5,2026-05-20 13:45:32.069109
fraud-detection,ELEVATED,2,0.90187,7,2026-05-20 13:45:15.587818
fraud-detection,ELEVATED,2,0.89967,7,2026-05-20 13:45:07.363050
fraud-detection,ELEVATED,2,0.88598,6,2026-05-20 13:45:03.291528
fraud-detection,ELEVATED,2,0.913,9,2026-05-20 13:44:33.837735
fraud-detection,ELEVATED,2,0.91031,8,2026-05-20 13:44:29.786519
fraud-detection,ELEVATED,2,0.89661,8,2026-05-20 13:44:27.753450
fraud-detection,ELEVATED,2,0.90606,8,2026-05-20 13:44:24.003425
fraud-detection,ELEVATED,2,0.8951,8,2026-05-20 13:44:07.517285
fraud-detection,ELEVATED,2,0.92507,10,2026-05-20 13:43:48.828559
fraud-detection,ELEVATED,2,0.9284,9,2026-05-20 13:43:46.853500
fraud-detection,ELEVATED,2,0.92138,8,2026-05-20 13:43:44.747766
fraud-detection,ELEVATED,2,0.91421,8,2026-05-20 13:43:38.937079
fraud-detection,ELEVATED,2,0.92776,8,2026-05-20 13:43:28.487950
fraud-detection,ELEVATED,2,0.93794,8,2026-05-20 13:43:26.460379
fraud-detection,ELEVATED,2,0.92368,8,2026-05-20 13:43:12.088763
fraud-detection,ELEVATED,2,0.93915,8,2026-05-20 13:43:05.986538
fraud-detection,ELEVATED,2,0.93816,8,2026-05-20 13:43:01.892186
fraud-detection,ELEVATED,2,0.92997,8,2026-05-20 13:42:57.851157
fraud-detection,ELEVATED,2,0.92342,10,2026-05-20 13:42:41.562648
fraud-detection,ELEVATED,2,0.9263,10,2026-05-20 13:42:35.537160
fraud-detection,ELEVATED,2,0.92451,12,2026-05-20 13:42:27.269433
fraud-detection,ELEVATED,2,0.92562,12,2026-05-20 13:42:12.924043
fraud-detection,ELEVATED,2,0.93424,11,2026-05-20 13:42:06.765313
fraud-detection,ELEVATED,2,0.93289,10,2026-05-20 13:42:04.718574
fraud-detection,ELEVATED,2,0.93209,9,2026-05-20 13:42:01.280435
fraud-detection,ELEVATED,2,0.92821,9,2026-05-20 13:41:52.386123
fraud-detection,ELEVATED,2,0.92849,10,2026-05-20 13:41:43.682588
fraud-detection,ELEVATED,2,0.92223,9,2026-05-20 13:41:41.713254
fraud-detection,ELEVATED,2,0.91449,8,2026-05-20 13:41:35.639162
fraud-detection,ELEVATED,2,0.91173,7,2026-05-20 13:41:33.545496
fraud-detection,ELEVATED,2,0.89733,6,2026-05-20 13:41:29.530278
fraud-detection,ELEVATED,2,0.88084,5,2026-05-20 13:41:27.490570
fraud-detection,ELEVATED,2,0.87096,5,2026-05-20 13:40:57.083627
fraud-detection,ELEVATED,2,0.87258,5,2026-05-20 13:40:50.928334
fraud-detection,ELEVATED,2,0.88312,5,2026-05-20 13:40:44.257265
fraud-detection,ELEVATED,2,0.90344,7,2026-05-20 13:40:11.709958
fraud-detection,ELEVATED,2,0.92459,8,2026-05-20 13:39:57.501386
fraud-detection,ELEVATED,2,0.93461,8,2026-05-20 13:39:55.485005
fraud-detection,ELEVATED,2,0.92522,9,2026-05-20 13:39:49.358684
fraud-detection,ELEVATED,2,0.91305,10,2026-05-20 13:39:39.330646
fraud-detection,ELEVATED,2,0.90463,9,2026-05-20 13:39:37.318114
fraud-detection,ELEVATED,2,0.90734,8,2026-05-20 13:39:23.121226
fraud-detection,ELEVATED,2,0.91349,8,2026-05-20 13:39:06.918484
fraud-detection,ELEVATED,2,0.90749,7,2026-05-20 13:38:58.641355
fraud-detection,ELEVATED,2,0.89297,6,2026-05-20 13:38:56.725789
fraud-detection,ELEVATED,2,0.88316,5,2026-05-20 13:38:54.726298
fraud-detection,ELEVATED,2,0.87604,5,2026-05-20 13:37:43.590260
fraud-detection,ELEVATED,2,0.89482,5,2026-05-20 13:37:29.477841
fraud-detection,ELEVATED,2,0.89448,6,2026-05-20 13:37:19.524856
fraud-detection,ELEVATED,2,0.91093,6,2026-05-20 13:37:11.246437
fraud-detection,ELEVATED,2,0.92308,10,2026-05-20 13:36:34.681917
fraud-detection,ELEVATED,2,0.91611,9,2026-05-20 13:36:32.564584
fraud-detection,ELEVATED,2,0.90669,10,2026-05-20 13:36:22.455150
fraud-detection,ELEVATED,2,0.90142,10,2026-05-20 13:36:20.533386
fraud-detection,ELEVATED,2,0.90277,9,2026-05-20 13:36:18.407227
fraud-detection,ELEVATED,2,0.8999,9,2026-05-20 13:36:10.408856
fraud-detection,ELEVATED,2,0.89614,8,2026-05-20 13:36:06.318013
fraud-detection,ELEVATED,2,0.89259,7,2026-05-20 13:36:00.219673
fraud-detection,ELEVATED,2,0.89323,6,2026-05-20 13:35:50.135412
fraud-detection,ELEVATED,2,0.89624,7,2026-05-20 13:35:41.996137
fraud-detection,ELEVATED,2,0.88914,7,2026-05-20 13:35:31.947214
fraud-detection,ELEVATED,2,0.89383,6,2026-05-20 13:35:29.840203
fraud-detection,ELEVATED,2,0.90052,5,2026-05-20 13:35:21.819097
fraud-detection,ELEVATED,2,0.90707,6,2026-05-20 13:35:13.740573
fraud-detection,ELEVATED,2,0.90195,8,2026-05-20 13:34:47.362247
fraud-detection,ELEVATED,2,0.917,8,2026-05-20 13:34:45.333467
fraud-detection,ELEVATED,2,0.91159,7,2026-05-20 13:34:39.287056
fraud-detection,ELEVATED,2,0.92094,7,2026-05-20 13:34:19.109656
fraud-detection,ELEVATED,2,0.9289,6,2026-05-20 13:34:17.067424
fraud-detection,ELEVATED,2,0.92842,5,2026-05-20 13:34:09.023060
fraud-detection,ELEVATED,2,0.9714,2,2026-05-20 13:33:46.729018
fraud-detection,ELEVATED,2,0.91248,6,2026-05-20 13:32:36.442462
fraud-detection,ELEVATED,2,0.88429,7,2026-05-20 13:32:32.382548
fraud-detection,ELEVATED,2,0.89326,7,2026-05-20 13:32:28.347713
fraud-detection,ELEVATED,2,0.90671,9,2026-05-20 13:32:10.155599
fraud-detection,ELEVATED,2,0.91547,11,2026-05-20 13:31:41.744736
fraud-detection,ELEVATED,2,0.90774,10,2026-05-20 13:31:39.846355
fraud-detection,ELEVATED,2,0.90027,9,2026-05-20 13:31:35.795685
fraud-detection,ELEVATED,2,0.91185,8,2026-05-20 13:31:33.624513
fraud-detection,ELEVATED,2,0.92211,7,2026-05-20 13:31:29.557729
fraud-detection,ELEVATED,2,0.92778,6,2026-05-20 13:31:27.528200
fraud-detection,ELEVATED,2,0.92412,6,2026-05-20 13:31:13.361311
fraud-detection,ELEVATED,2,0.92725,6,2026-05-20 13:31:11.338520
fraud-detection,ELEVATED,2,0.94369,8,2026-05-20 13:31:07.142933
fraud-detection,ELEVATED,2,0.92861,11,2026-05-20 13:30:50.962756
fraud-detection,ELEVATED,2,0.92167,10,2026-05-20 13:30:44.911065
fraud-detection,ELEVATED,2,0.9273,9,2026-05-20 13:30:20.622296
fraud-detection,ELEVATED,2,0.92191,8,2026-05-20 13:30:12.489257
fraud-detection,ELEVATED,2,0.92143,7,2026-05-20 13:30:10.526206
fraud-detection,ELEVATED,2,0.91462,6,2026-05-20 13:30:08.519098
fraud-detection,ELEVATED,2,0.92096,5,2026-05-20 13:30:07.433154
fraud-detection,ELEVATED,2,0.89462,5,2026-05-20 13:30:07.022257
fraud-detection,ELEVATED,2,0.93734,5,2026-05-20 13:28:16.470131
fraud-detection,ELEVATED,2,0.9502,3,2026-05-20 13:27:37.939080
fraud-detection,ELEVATED,2,0.88224,5,2026-05-20 13:27:05.129127
fraud-detection,ELEVATED,2,0.85833,7,2026-05-20 13:26:34.693006
fraud-detection,ELEVATED,2,0.87757,7,2026-05-20 13:26:28.632269
fraud-detection,ELEVATED,2,0.87275,6,2026-05-20 13:26:16.463699
fraud-detection,ELEVATED,2,0.85831,8,2026-05-20 13:26:06.416652
fraud-detection,ELEVATED,2,0.86209,8,2026-05-20 13:26:02.370868
fraud-detection,ELEVATED,2,0.87389,8,2026-05-20 13:25:44.143668
fraud-detection,ELEVATED,2,0.8774,7,2026-05-20 13:25:38.010231
fraud-detection,ELEVATED,2,0.87903,6,2026-05-20 13:25:29.952284
fraud-detection,ELEVATED,2,0.86369,7,2026-05-20 13:25:15.543723
fraud-detection,ELEVATED,2,0.86957,6,2026-05-20 13:25:13.523498
fraud-detection,ELEVATED,2,0.87782,5,2026-05-20 13:25:07.427541
fraud-detection,ELEVATED,2,0.9155,5,2026-05-20 13:25:05.462164
fraud-detection,ELEVATED,2,0.92694,5,2026-05-20 13:24:59.458833
fraud-detection,ELEVATED,2,0.919,6,2026-05-20 13:24:22.363529
fraud-detection,ELEVATED,2,0.92828,5,2026-05-20 13:24:20.565316
fraud-detection,ELEVATED,2,0.91712,6,2026-05-20 13:24:06.046168
fraud-detection,ELEVATED,2,0.90214,5,2026-05-20 13:24:04.015063
fraud-detection,ELEVATED,2,0.87184,5,2026-05-20 13:23:43.850096
fraud-detection,ELEVATED,2,0.86393,7,2026-05-20 13:23:23.159580
fraud-detection,ELEVATED,2,0.87709,8,2026-05-20 13:23:13.006097
