user_id,amount,location,timestamp,amount_scaled,risk_score,fraud_prediction,fraud_probability
934,6405.0,US,2026-05-14 21:08:04.590686,0.6405,0.6405,0,0.0
66,8953.0,UK,2026-05-14 21:08:06.614474,0.8953,0.8953,1,1.0
543,7301.0,US,2026-05-14 21:08:08.637857,0.7301,0.7301,1,1.0
490,8210.0,IN,2026-05-14 21:08:10.656224,0.821,0.821,1,1.0
61,6140.0,IN,2026-05-14 21:08:12.678835,0.614,0.614,0,0.0
964,5147.0,UK,2026-05-14 21:08:15.047892,0.5147,0.5147,0,0.0
99,9138.0,IN,2026-05-14 21:08:17.161448,0.9138,0.9138,1,1.0
233,83.0,UK,2026-05-14 21:08:19.184393,0.0083,0.0083,0,0.0
507,1669.0,US,2026-05-14 21:08:21.203803,0.1669,0.1669,0,0.0
960,1780.0,US,2026-05-14 21:08:23.221285,0.178,0.178,0,0.0
526,5042.0,US,2026-05-14 21:08:25.237077,0.5042,0.5042,0,0.0
784,9024.0,UK,2026-05-14 21:08:27.256368,0.9024,0.9024,1,1.0
249,1213.0,US,2026-05-14 21:08:29.498462,0.1213,0.1213,0,0.0
548,1249.0,UK,2026-05-14 21:08:31.555697,0.1249,0.1249,0,0.0
76,6459.0,UK,2026-05-14 21:08:33.592724,0.6459,0.6459,0,0.0
192,472.0,US,2026-05-14 21:08:35.622823,0.0472,0.0472,0,0.0
453,405.0,US,2026-05-14 21:08:37.643032,0.0405,0.0405,0,0.0
186,1409.0,IN,2026-05-14 21:08:39.661052,0.1409,0.1409,0,0.0
859,2409.0,US,2026-05-14 21:08:41.679436,0.2409,0.2409,0,0.0
397,4700.0,US,2026-05-14 21:08:43.705478,0.47,0.47,0,0.0
346,540.0,UK,2026-05-14 21:08:45.724894,0.054,0.054,0,0.0
298,8650.0,IN,2026-05-14 21:08:47.746387,0.865,0.865,1,1.0
311,7774.0,US,2026-05-14 21:08:49.763428,0.7774,0.7774,1,1.0
684,9992.0,IN,2026-05-14 21:08:51.787607,0.9992,0.9992,1,1.0
902,4472.0,US,2026-05-14 21:08:53.811460,0.4472,0.4472,0,0.0
163,7402.0,UK,2026-05-14 21:08:55.840340,0.7402,0.7402,1,1.0
764,5141.0,UK,2026-05-14 21:08:57.870393,0.5141,0.5141,0,0.0
576,8051.0,US,2026-05-14 21:08:59.892732,0.8051,0.8051,1,1.0
295,2084.0,US,2026-05-14 21:09:01.922598,0.2084,0.2084,0,0.0
503,6795.0,IN,2026-05-14 21:09:03.945115,0.6795,0.6795,0,0.0
760,533.0,IN,2026-05-14 21:09:05.963452,0.0533,0.0533,0,0.0
142,2347.0,UK,2026-05-14 21:09:07.991493,0.2347,0.2347,0,0.0
215,4679.0,UK,2026-05-14 21:09:10.016627,0.4679,0.4679,0,0.0
192,988.0,IN,2026-05-14 21:09:12.043105,0.0988,0.0988,0,0.0
29,5209.0,IN,2026-05-14 21:09:14.059654,0.5209,0.5209,0,0.0
21,3209.0,UK,2026-05-14 21:09:16.084661,0.3209,0.3209,0,0.0
786,1170.0,UK,2026-05-14 21:09:18.107137,0.117,0.117,0,0.0
726,9858.0,US,2026-05-14 21:09:20.125758,0.9858,0.9858,1,1.0
268,1291.0,IN,2026-05-14 21:09:22.144828,0.1291,0.1291,0,0.0
90,5376.0,UK,2026-05-14 21:09:24.169396,0.5376,0.5376,0,0.0
957,981.0,IN,2026-05-14 21:09:26.191427,0.0981,0.0981,0,0.0
520,1202.0,US,2026-05-14 21:09:28.208634,0.1202,0.1202,0,0.0
64,6042.0,IN,2026-05-14 21:09:30.233443,0.6042,0.6042,0,0.0
778,9405.0,IN,2026-05-14 21:09:32.275044,0.9405,0.9405,1,1.0
300,8332.0,UK,2026-05-14 21:09:34.292304,0.8332,0.8332,1,1.0
60,7282.0,UK,2026-05-14 21:09:36.316721,0.7282,0.7282,1,1.0
606,5632.0,US,2026-05-14 21:09:38.343722,0.5632,0.5632,0,0.0
105,8911.0,UK,2026-05-14 21:09:40.538323,0.8911,0.8911,1,1.0
167,1394.0,UK,2026-05-14 21:09:42.566767,0.1394,0.1394,0,0.0
568,4048.0,US,2026-05-14 21:09:44.603186,0.4048,0.4048,0,0.0
867,7700.0,US,2026-05-14 21:09:46.621251,0.77,0.77,1,1.0
530,1429.0,US,2026-05-14 21:09:48.642286,0.1429,0.1429,0,0.0
130,2399.0,US,2026-05-14 21:09:50.661885,0.2399,0.2399,0,0.0
939,6432.0,US,2026-05-14 21:09:52.682899,0.6432,0.6432,0,0.0
295,5946.0,US,2026-05-14 21:09:54.700740,0.5946,0.5946,0,0.0
84,6717.0,US,2026-05-14 21:09:56.718602,0.6717,0.6717,0,0.0
199,8564.0,IN,2026-05-14 21:09:58.738259,0.8564,0.8564,1,1.0
645,1760.0,IN,2026-05-14 21:10:00.757678,0.176,0.176,0,0.0
616,8345.0,UK,2026-05-14 21:10:02.777394,0.8345,0.8345,1,1.0
288,5697.0,UK,2026-05-14 21:10:04.792288,0.5697,0.5697,0,0.0
316,6055.0,IN,2026-05-14 21:10:06.810637,0.6055,0.6055,0,0.0
405,6968.0,US,2026-05-14 21:10:08.830205,0.6968,0.6968,0,0.0
752,867.0,UK,2026-05-14 21:10:10.927150,0.0867,0.0867,0,0.0
649,9053.0,UK,2026-05-14 21:10:12.942112,0.9053,0.9053,1,1.0
346,3202.0,IN,2026-05-14 21:10:14.961678,0.3202,0.3202,0,0.0
255,1014.0,UK,2026-05-14 21:10:17.007876,0.1014,0.1014,0,0.0
302,2631.0,US,2026-05-14 21:10:19.024937,0.2631,0.2631,0,0.0
506,7825.0,IN,2026-05-14 21:10:21.044154,0.7825,0.7825,1,1.0
510,2961.0,US,2026-05-14 21:10:23.071478,0.2961,0.2961,0,0.0
328,9286.0,IN,2026-05-14 21:10:25.496865,0.9286,0.9286,1,1.0
109,557.0,US,2026-05-14 21:10:27.520589,0.0557,0.0557,0,0.0
756,7515.0,IN,2026-05-14 21:10:29.541997,0.7515,0.7515,1,1.0
963,5313.0,US,2026-05-14 21:10:31.591936,0.5313,0.5313,0,0.0
24,5238.0,UK,2026-05-14 21:10:33.608797,0.5238,0.5238,0,0.0
602,2302.0,UK,2026-05-14 21:10:35.630387,0.2302,0.2302,0,0.0
531,9029.0,UK,2026-05-14 21:10:37.647621,0.9029,0.9029,1,1.0
77,3062.0,US,2026-05-14 21:10:39.663938,0.3062,0.3062,0,0.0
497,6912.0,IN,2026-05-14 21:10:41.682265,0.6912,0.6912,0,0.0
860,9591.0,US,2026-05-14 21:10:43.752290,0.9591,0.9591,1,1.0
6,3276.0,UK,2026-05-14 21:10:45.788058,0.3276,0.3276,0,0.0
332,2599.0,US,2026-05-14 21:10:47.805478,0.2599,0.2599,0,0.0
384,5367.0,UK,2026-05-14 21:10:49.829418,0.5367,0.5367,0,0.0
851,4472.0,UK,2026-05-14 21:10:51.853532,0.4472,0.4472,0,0.0
407,1012.0,IN,2026-05-14 21:10:53.871411,0.1012,0.1012,0,0.0
555,5106.0,US,2026-05-14 21:10:55.887675,0.5106,0.5106,0,0.0
418,3109.0,UK,2026-05-14 21:10:57.904357,0.3109,0.3109,0,0.0
331,2840.0,IN,2026-05-14 21:10:59.918551,0.284,0.284,0,0.0
437,254.0,US,2026-05-14 21:11:01.938317,0.0254,0.0254,0,0.0
719,2280.0,IN,2026-05-14 21:11:03.955276,0.228,0.228,0,0.0
25,2054.0,US,2026-05-14 21:11:05.980622,0.2054,0.2054,0,0.0
259,2675.0,IN,2026-05-14 21:11:08.003255,0.2675,0.2675,0,0.0
805,3214.0,IN,2026-05-14 21:11:10.023853,0.3214,0.3214,0,0.0
399,4974.0,IN,2026-05-14 21:11:12.044313,0.4974,0.4974,0,0.0
841,4860.0,US,2026-05-14 21:11:14.067838,0.486,0.486,0,0.0
332,9430.0,UK,2026-05-14 21:11:16.088219,0.943,0.943,1,1.0
831,5119.0,US,2026-05-14 21:11:18.106466,0.5119,0.5119,0,0.0
344,7790.0,US,2026-05-14 21:11:20.124360,0.779,0.779,1,1.0
561,1335.0,IN,2026-05-14 21:11:22.147615,0.1335,0.1335,0,0.0
907,9723.0,UK,2026-05-14 21:11:24.177269,0.9723,0.9723,1,1.0
352,2828.0,US,2026-05-14 21:11:26.199720,0.2828,0.2828,0,0.0
87,5782.0,IN,2026-05-14 21:11:28.217783,0.5782,0.5782,0,0.0
305,4550.0,UK,2026-05-14 21:11:30.235828,0.455,0.455,0,0.0
662,1158.0,UK,2026-05-14 21:11:32.256328,0.1158,0.1158,0,0.0
662,2366.0,IN,2026-05-14 21:11:34.289665,0.2366,0.2366,0,0.0
351,7000.0,US,2026-05-14 21:11:36.310979,0.7,0.7,0,0.0
942,4258.0,US,2026-05-14 21:11:38.332848,0.4258,0.4258,0,0.0
933,4973.0,US,2026-05-14 21:11:40.354046,0.4973,0.4973,0,0.0
992,6481.0,IN,2026-05-14 21:11:42.373389,0.6481,0.6481,0,0.0
42,5320.0,IN,2026-05-14 21:11:44.391927,0.532,0.532,0,0.0
19,9604.0,IN,2026-05-14 21:11:46.412500,0.9604,0.9604,1,1.0
185,5549.0,IN,2026-05-14 21:11:48.434412,0.5549,0.5549,0,0.0
609,7293.0,IN,2026-05-14 21:11:50.458868,0.7293,0.7293,1,1.0
256,9482.0,UK,2026-05-14 21:11:52.482256,0.9482,0.9482,1,1.0
509,3662.0,IN,2026-05-14 21:11:54.503035,0.3662,0.3662,0,0.0
383,3673.0,UK,2026-05-14 21:11:56.528437,0.3673,0.3673,0,0.0
188,4936.0,UK,2026-05-14 21:11:58.567415,0.4936,0.4936,0,0.0
345,5425.0,US,2026-05-14 21:12:00.585927,0.5425,0.5425,0,0.0
428,1786.0,UK,2026-05-14 21:12:02.609595,0.1786,0.1786,0,0.0
873,7344.0,IN,2026-05-14 21:12:04.628530,0.7344,0.7344,1,1.0
670,1286.0,IN,2026-05-14 21:12:06.665468,0.1286,0.1286,0,0.0
299,9965.0,US,2026-05-14 21:12:08.684492,0.9965,0.9965,1,1.0
159,5173.0,IN,2026-05-14 21:12:10.704123,0.5173,0.5173,0,0.0
486,1501.0,UK,2026-05-14 21:12:12.725232,0.1501,0.1501,0,0.0
761,3319.0,US,2026-05-14 21:12:14.740279,0.3319,0.3319,0,0.0
146,4354.0,IN,2026-05-14 21:12:16.763043,0.4354,0.4354,0,0.0
220,8994.0,UK,2026-05-14 21:12:18.784744,0.8994,0.8994,1,1.0
887,695.0,US,2026-05-14 21:12:20.800804,0.0695,0.0695,0,0.0
604,90.0,IN,2026-05-14 21:12:22.820421,0.009,0.009,0,0.0
565,5927.0,US,2026-05-14 21:12:24.841704,0.5927,0.5927,0,0.0
868,5230.0,UK,2026-05-14 21:12:26.879673,0.523,0.523,0,0.0
834,3461.0,IN,2026-05-14 21:12:28.900889,0.3461,0.3461,0,0.0
810,2105.0,UK,2026-05-14 21:12:30.918790,0.2105,0.2105,0,0.0
420,5126.0,UK,2026-05-14 21:12:32.940609,0.5126,0.5126,0,0.0
473,3577.0,UK,2026-05-14 21:12:34.957816,0.3577,0.3577,0,0.0
991,1201.0,US,2026-05-14 21:12:36.986691,0.1201,0.1201,0,0.0
817,7614.0,IN,2026-05-14 21:12:39.025386,0.7614,0.7614,1,1.0
805,5769.0,US,2026-05-14 21:12:41.045050,0.5769,0.5769,0,0.0
593,9307.0,US,2026-05-14 21:12:43.064487,0.9307,0.9307,1,1.0
425,398.0,IN,2026-05-14 21:12:45.087140,0.0398,0.0398,0,0.0
672,2390.0,IN,2026-05-14 21:12:47.106482,0.239,0.239,0,0.0
59,5983.0,UK,2026-05-14 21:12:49.124120,0.5983,0.5983,0,0.0
158,6507.0,IN,2026-05-14 21:12:51.255393,0.6507,0.6507,0,0.0
165,2704.0,US,2026-05-14 21:12:53.284565,0.2704,0.2704,0,0.0
831,6081.0,US,2026-05-14 21:12:55.304793,0.6081,0.6081,0,0.0
225,7696.0,IN,2026-05-14 21:12:57.326779,0.7696,0.7696,1,1.0
300,7258.0,IN,2026-05-14 21:12:59.348023,0.7258,0.7258,1,1.0
710,2872.0,UK,2026-05-14 21:13:01.365412,0.2872,0.2872,0,0.0
964,2589.0,UK,2026-05-14 21:13:03.383713,0.2589,0.2589,0,0.0
81,9785.0,US,2026-05-14 21:13:05.411439,0.9785,0.9785,1,1.0
566,2010.0,US,2026-05-14 21:13:07.431277,0.201,0.201,0,0.0
257,771.0,IN,2026-05-14 21:13:09.458305,0.0771,0.0771,0,0.0
9,3053.0,IN,2026-05-14 21:13:11.479079,0.3053,0.3053,0,0.0
332,3468.0,US,2026-05-14 21:13:13.496857,0.3468,0.3468,0,0.0
200,9380.0,US,2026-05-14 21:13:15.514475,0.938,0.938,1,1.0
349,692.0,IN,2026-05-14 21:13:17.531642,0.0692,0.0692,0,0.0
518,693.0,IN,2026-05-14 21:13:19.553639,0.0693,0.0693,0,0.0
801,6135.0,US,2026-05-14 21:13:21.585098,0.6135,0.6135,0,0.0
534,8122.0,US,2026-05-14 21:13:23.604457,0.8122,0.8122,1,1.0
216,6687.0,IN,2026-05-14 21:13:25.630357,0.6687,0.6687,0,0.0
633,6482.0,IN,2026-05-14 21:13:27.668032,0.6482,0.6482,0,0.0
158,9093.0,US,2026-05-14 21:13:29.867470,0.9093,0.9093,1,1.0
172,1921.0,UK,2026-05-14 21:13:31.881384,0.1921,0.1921,0,0.0
194,5301.0,US,2026-05-14 21:13:33.899597,0.5301,0.5301,0,0.0
493,7125.0,US,2026-05-14 21:13:35.923474,0.7125,0.7125,0,0.01
207,662.0,US,2026-05-14 21:13:37.942771,0.0662,0.0662,0,0.0
201,4770.0,UK,2026-05-14 21:13:39.969838,0.477,0.477,0,0.0
287,7496.0,IN,2026-05-14 21:13:41.986912,0.7496,0.7496,1,1.0
84,7917.0,UK,2026-05-14 21:13:44.005006,0.7917,0.7917,1,1.0
745,4046.0,US,2026-05-14 21:13:46.025909,0.4046,0.4046,0,0.0
741,9082.0,IN,2026-05-14 21:13:48.047054,0.9082,0.9082,1,1.0
245,278.0,US,2026-05-14 21:13:50.065575,0.0278,0.0278,0,0.0
628,1019.0,UK,2026-05-14 21:13:52.082765,0.1019,0.1019,0,0.0
424,6497.0,US,2026-05-14 21:13:54.098383,0.6497,0.6497,0,0.0
324,6746.0,US,2026-05-14 21:13:56.115691,0.6746,0.6746,0,0.0
280,2495.0,UK,2026-05-14 21:13:58.135061,0.2495,0.2495,0,0.0
490,3481.0,US,2026-05-14 21:14:00.155995,0.3481,0.3481,0,0.0
440,3008.0,US,2026-05-14 21:14:02.183580,0.3008,0.3008,0,0.0
497,6306.0,US,2026-05-14 21:14:04.203482,0.6306,0.6306,0,0.0
595,4219.0,US,2026-05-14 21:14:06.221677,0.4219,0.4219,0,0.0
568,7145.0,UK,2026-05-14 21:14:08.244009,0.7145,0.7145,0,0.01
959,4640.0,US,2026-05-14 21:14:10.296739,0.464,0.464,0,0.0
20,1074.0,US,2026-05-14 21:14:12.314196,0.1074,0.1074,0,0.0
661,5532.0,IN,2026-05-14 21:14:14.338148,0.5532,0.5532,0,0.0
805,7584.0,IN,2026-05-14 21:14:16.354951,0.7584,0.7584,1,1.0
922,4963.0,UK,2026-05-14 21:14:18.372309,0.4963,0.4963,0,0.0
310,1676.0,US,2026-05-14 21:14:20.389603,0.1676,0.1676,0,0.0
443,9315.0,IN,2026-05-14 21:14:22.406735,0.9315,0.9315,1,1.0
239,3866.0,US,2026-05-14 21:14:24.610392,0.3866,0.3866,0,0.0
720,9198.0,US,2026-05-14 21:14:26.630914,0.9198,0.9198,1,1.0
979,2649.0,US,2026-05-14 21:14:28.655833,0.2649,0.2649,0,0.0
52,1989.0,US,2026-05-14 21:14:30.674947,0.1989,0.1989,0,0.0
792,6844.0,IN,2026-05-14 21:14:32.693217,0.6844,0.6844,0,0.0
798,4523.0,US,2026-05-14 21:14:34.718286,0.4523,0.4523,0,0.0
893,5238.0,UK,2026-05-14 21:14:36.740337,0.5238,0.5238,0,0.0
596,8916.0,IN,2026-05-14 21:14:38.857499,0.8916,0.8916,1,1.0
146,7630.0,IN,2026-05-14 21:14:40.877955,0.763,0.763,1,1.0
552,8925.0,US,2026-05-14 21:14:42.897742,0.8925,0.8925,1,1.0
747,84.0,IN,2026-05-14 21:14:44.921502,0.0084,0.0084,0,0.0
427,3231.0,US,2026-05-14 21:14:46.947875,0.3231,0.3231,0,0.0
721,9405.0,US,2026-05-14 21:14:48.971801,0.9405,0.9405,1,1.0
358,703.0,UK,2026-05-14 21:14:50.997239,0.0703,0.0703,0,0.0
502,1423.0,IN,2026-05-14 21:14:53.026041,0.1423,0.1423,0,0.0
572,1764.0,UK,2026-05-14 21:14:55.046645,0.1764,0.1764,0,0.0
790,1281.0,US,2026-05-14 21:14:57.072888,0.1281,0.1281,0,0.0
28,5467.0,IN,2026-05-14 21:14:59.092425,0.5467,0.5467,0,0.0
738,4924.0,US,2026-05-14 21:15:01.112878,0.4924,0.4924,0,0.0
853,2708.0,US,2026-05-14 21:15:03.129041,0.2708,0.2708,0,0.0
767,4567.0,IN,2026-05-14 21:15:05.144587,0.4567,0.4567,0,0.0
259,5938.0,US,2026-05-14 21:15:07.165759,0.5938,0.5938,0,0.0
418,5724.0,IN,2026-05-14 21:15:09.193113,0.5724,0.5724,0,0.0
600,520.0,IN,2026-05-14 21:15:11.210464,0.052,0.052,0,0.0
136,8702.0,US,2026-05-14 21:15:13.225410,0.8702,0.8702,1,1.0
290,3591.0,US,2026-05-14 21:15:15.245743,0.3591,0.3591,0,0.0
136,1888.0,US,2026-05-14 21:15:17.263310,0.1888,0.1888,0,0.0
376,4416.0,IN,2026-05-14 21:15:19.281003,0.4416,0.4416,0,0.0
559,5264.0,UK,2026-05-14 21:15:21.297054,0.5264,0.5264,0,0.0
517,5195.0,IN,2026-05-14 21:15:23.313739,0.5195,0.5195,0,0.0
922,7583.0,UK,2026-05-14 21:15:25.341354,0.7583,0.7583,1,1.0
700,1531.0,UK,2026-05-14 21:15:27.364722,0.1531,0.1531,0,0.0
470,2087.0,UK,2026-05-14 21:15:29.381384,0.2087,0.2087,0,0.0
964,857.0,US,2026-05-14 21:15:31.398725,0.0857,0.0857,0,0.0
261,8497.0,US,2026-05-14 21:15:33.419334,0.8497,0.8497,1,1.0
386,2287.0,US,2026-05-14 21:15:35.438857,0.2287,0.2287,0,0.0
259,7746.0,UK,2026-05-14 21:15:37.499377,0.7746,0.7746,1,1.0
664,5285.0,US,2026-05-14 21:15:39.528967,0.5285,0.5285,0,0.0
398,5885.0,US,2026-05-14 21:15:41.548336,0.5885,0.5885,0,0.0
396,148.0,IN,2026-05-14 21:15:43.574573,0.0148,0.0148,0,0.0
667,2818.0,US,2026-05-14 21:15:45.618267,0.2818,0.2818,0,0.0
14,5986.0,IN,2026-05-14 21:15:47.667499,0.5986,0.5986,0,0.0
451,2365.0,US,2026-05-14 21:15:49.686015,0.2365,0.2365,0,0.0
195,9581.0,IN,2026-05-14 21:15:51.850511,0.9581,0.9581,1,1.0
409,913.0,UK,2026-05-14 21:15:53.873550,0.0913,0.0913,0,0.0
863,4745.0,UK,2026-05-14 21:15:55.961361,0.4745,0.4745,0,0.0
651,6415.0,IN,2026-05-14 21:15:57.986902,0.6415,0.6415,0,0.0
617,2292.0,UK,2026-05-14 21:16:00.006376,0.2292,0.2292,0,0.0
37,6396.0,US,2026-05-14 21:16:02.022754,0.6396,0.6396,0,0.0
624,4156.0,IN,2026-05-14 21:16:04.045373,0.4156,0.4156,0,0.0
686,7497.0,US,2026-05-14 21:16:06.067021,0.7497,0.7497,1,1.0
479,9614.0,US,2026-05-14 21:16:08.085427,0.9614,0.9614,1,1.0
888,6644.0,IN,2026-05-14 21:16:10.104669,0.6644,0.6644,0,0.0
787,3184.0,IN,2026-05-14 21:16:12.127475,0.3184,0.3184,0,0.0
390,3613.0,UK,2026-05-14 21:16:14.144479,0.3613,0.3613,0,0.0
194,7922.0,IN,2026-05-14 21:16:16.174520,0.7922,0.7922,1,1.0
340,2105.0,US,2026-05-14 21:16:18.194151,0.2105,0.2105,0,0.0
944,2758.0,UK,2026-05-14 21:16:20.287424,0.2758,0.2758,0,0.0
892,2979.0,IN,2026-05-14 21:16:22.382258,0.2979,0.2979,0,0.0
640,2117.0,US,2026-05-14 21:16:24.500650,0.2117,0.2117,0,0.0
129,9422.0,UK,2026-05-14 21:16:26.518144,0.9422,0.9422,1,1.0
466,8094.0,UK,2026-05-14 21:16:28.542373,0.8094,0.8094,1,1.0
739,4410.0,US,2026-05-14 21:16:30.559722,0.441,0.441,0,0.0
59,8158.0,US,2026-05-14 21:16:32.575568,0.8158,0.8158,1,1.0
220,4412.0,IN,2026-05-14 21:16:34.593368,0.4412,0.4412,0,0.0
677,4466.0,IN,2026-05-14 21:16:36.611516,0.4466,0.4466,0,0.0
699,9627.0,US,2026-05-14 21:16:38.635112,0.9627,0.9627,1,1.0
216,17.0,US,2026-05-14 21:16:40.652576,0.0017,0.0017,0,0.0
962,5218.0,IN,2026-05-14 21:16:42.684562,0.5218,0.5218,0,0.0
830,3648.0,US,2026-05-14 21:16:44.712553,0.3648,0.3648,0,0.0
184,5745.0,UK,2026-05-14 21:16:46.736361,0.5745,0.5745,0,0.0
9,3253.0,IN,2026-05-14 21:16:48.753502,0.3253,0.3253,0,0.0
697,415.0,US,2026-05-14 21:16:50.770624,0.0415,0.0415,0,0.0
150,6634.0,US,2026-05-14 21:16:52.794842,0.6634,0.6634,0,0.0
100,4680.0,IN,2026-05-14 21:16:54.819149,0.468,0.468,0,0.0
12,5742.0,IN,2026-05-14 21:16:56.848894,0.5742,0.5742,0,0.0
880,2567.0,US,2026-05-14 21:16:59.009825,0.2567,0.2567,0,0.0
881,5935.0,UK,2026-05-14 21:17:01.119707,0.5935,0.5935,0,0.0
972,1980.0,IN,2026-05-14 21:17:03.141311,0.198,0.198,0,0.0
728,9398.0,US,2026-05-14 21:17:05.166615,0.9398,0.9398,1,1.0
392,812.0,UK,2026-05-14 21:17:07.181243,0.0812,0.0812,0,0.0
662,4926.0,IN,2026-05-14 21:17:09.281849,0.4926,0.4926,0,0.0
460,2929.0,IN,2026-05-14 21:17:11.322661,0.2929,0.2929,0,0.0
152,8517.0,IN,2026-05-14 21:17:13.346769,0.8517,0.8517,1,1.0
249,7985.0,IN,2026-05-14 21:17:15.371884,0.7985,0.7985,1,1.0
644,5449.0,US,2026-05-14 21:17:17.392550,0.5449,0.5449,0,0.0
380,1278.0,IN,2026-05-14 21:17:19.410825,0.1278,0.1278,0,0.0
626,6954.0,US,2026-05-14 21:17:21.429252,0.6954,0.6954,0,0.0
92,6811.0,US,2026-05-14 21:17:23.447535,0.6811,0.6811,0,0.0
502,9670.0,UK,2026-05-14 21:17:25.474338,0.967,0.967,1,1.0
34,4979.0,US,2026-05-14 21:17:27.494042,0.4979,0.4979,0,0.0
923,6532.0,UK,2026-05-14 21:17:29.509674,0.6532,0.6532,0,0.0
32,5147.0,UK,2026-05-14 21:17:31.527052,0.5147,0.5147,0,0.0
368,3619.0,UK,2026-05-14 21:17:33.628979,0.3619,0.3619,0,0.0
642,1728.0,IN,2026-05-14 21:17:35.678788,0.1728,0.1728,0,0.0
886,1731.0,UK,2026-05-14 21:17:37.746871,0.1731,0.1731,0,0.0
159,7555.0,UK,2026-05-14 21:17:39.783158,0.7555,0.7555,1,1.0
473,9853.0,US,2026-05-14 21:17:41.802703,0.9853,0.9853,1,1.0
148,2955.0,US,2026-05-14 21:17:43.820357,0.2955,0.2955,0,0.0
396,3613.0,IN,2026-05-14 21:17:45.994861,0.3613,0.3613,0,0.0
172,155.0,IN,2026-05-14 21:17:48.067438,0.0155,0.0155,0,0.0
605,3270.0,UK,2026-05-14 21:17:50.111622,0.327,0.327,0,0.0
935,5543.0,IN,2026-05-14 21:17:52.172696,0.5543,0.5543,0,0.0
817,2716.0,UK,2026-05-14 21:17:54.195058,0.2716,0.2716,0,0.0
886,3092.0,US,2026-05-14 21:17:56.212969,0.3092,0.3092,0,0.0
487,5909.0,UK,2026-05-14 21:17:58.232888,0.5909,0.5909,0,0.0
862,3032.0,US,2026-05-14 21:18:00.257881,0.3032,0.3032,0,0.0
543,7343.0,UK,2026-05-14 21:18:02.280285,0.7343,0.7343,1,1.0
925,9946.0,UK,2026-05-14 21:18:04.303065,0.9946,0.9946,1,1.0
190,1019.0,UK,2026-05-14 21:18:06.402915,0.1019,0.1019,0,0.0
31,3997.0,IN,2026-05-14 21:18:08.440058,0.3997,0.3997,0,0.0
824,5863.0,UK,2026-05-14 21:18:10.462934,0.5863,0.5863,0,0.0
872,9906.0,UK,2026-05-14 21:18:12.488774,0.9906,0.9906,1,1.0
17,5943.0,IN,2026-05-14 21:18:14.524936,0.5943,0.5943,0,0.0
719,6633.0,US,2026-05-14 21:18:16.549622,0.6633,0.6633,0,0.0
946,4613.0,UK,2026-05-14 21:18:18.577543,0.4613,0.4613,0,0.0
504,8274.0,IN,2026-05-14 21:18:20.602748,0.8274,0.8274,1,1.0
194,8832.0,UK,2026-05-14 21:18:22.621316,0.8832,0.8832,1,1.0
710,9876.0,IN,2026-05-14 21:18:24.641366,0.9876,0.9876,1,1.0
654,4919.0,UK,2026-05-14 21:18:26.664997,0.4919,0.4919,0,0.0
115,9243.0,UK,2026-05-14 21:18:28.693281,0.9243,0.9243,1,1.0
727,3457.0,US,2026-05-14 21:18:30.714567,0.3457,0.3457,0,0.0
511,1798.0,US,2026-05-14 21:18:32.731292,0.1798,0.1798,0,0.0
695,4463.0,UK,2026-05-14 21:18:34.752938,0.4463,0.4463,0,0.0
378,2344.0,UK,2026-05-14 21:18:36.782250,0.2344,0.2344,0,0.0
505,6401.0,UK,2026-05-14 21:18:38.802150,0.6401,0.6401,0,0.0
255,7831.0,US,2026-05-14 21:18:40.822743,0.7831,0.7831,1,1.0
10,9261.0,US,2026-05-14 21:18:42.842490,0.9261,0.9261,1,1.0
918,1573.0,IN,2026-05-14 21:18:44.866300,0.1573,0.1573,0,0.0
983,2306.0,IN,2026-05-14 21:18:46.893204,0.2306,0.2306,0,0.0
192,5079.0,US,2026-05-14 21:18:48.916662,0.5079,0.5079,0,0.0
854,4888.0,IN,2026-05-14 21:18:50.937262,0.4888,0.4888,0,0.0
7,6133.0,IN,2026-05-14 21:18:52.953784,0.6133,0.6133,0,0.0
559,1687.0,IN,2026-05-14 21:18:54.972480,0.1687,0.1687,0,0.0
121,4398.0,UK,2026-05-14 21:18:57.005540,0.4398,0.4398,0,0.0
522,6207.0,US,2026-05-14 21:18:59.023606,0.6207,0.6207,0,0.0
5,9705.0,IN,2026-05-14 21:19:01.040556,0.9705,0.9705,1,1.0
259,1033.0,US,2026-05-14 21:19:03.058111,0.1033,0.1033,0,0.0
584,8427.0,IN,2026-05-14 21:19:05.074316,0.8427,0.8427,1,1.0
953,5618.0,UK,2026-05-14 21:19:07.098097,0.5618,0.5618,0,0.0
777,8285.0,IN,2026-05-14 21:19:09.119905,0.8285,0.8285,1,1.0
333,406.0,US,2026-05-14 21:19:11.146128,0.0406,0.0406,0,0.0
951,8446.0,UK,2026-05-14 21:19:13.184493,0.8446,0.8446,1,1.0
315,8076.0,UK,2026-05-14 21:19:15.223946,0.8076,0.8076,1,1.0
58,6852.0,IN,2026-05-14 21:19:17.249631,0.6852,0.6852,0,0.0
979,7915.0,UK,2026-05-14 21:19:19.267524,0.7915,0.7915,1,1.0
970,2388.0,IN,2026-05-14 21:19:21.288558,0.2388,0.2388,0,0.0
563,6725.0,IN,2026-05-14 21:19:23.305420,0.6725,0.6725,0,0.0
335,1133.0,US,2026-05-14 21:19:25.328934,0.1133,0.1133,0,0.0
857,8181.0,IN,2026-05-14 21:19:27.346414,0.8181,0.8181,1,1.0
